"treated","MIVA_growth_avg","DCM_growth_avg","GFCFM_growth_avg","MFDI_growth_avg"
0,-6.65273183947255,-11.0121396959456,-5.28003231772252,-11.1457292102245
1,-0.29207368237027,-4.50291003187305,1.19340918537605,3.70912045646238
